시군구,종량제,인구수,1인가구비율,15_64세인구율,외국인수,외국인비율,아파트,연립주택,다세대주택,소득수준,경제활동참가율,재정자주도,제조업종사자수,음식점업종사자수,20ℓ가격,인센티브제도입,일제대청소참여율,청결유지책임제이행실적,공무원단속건수,주민신고건수
서울특별시 종로구,38934.5,141379,0.441215734,0.725383544,12964,0.0916967867,0.232544783,0.0801434293,0.177920586,41792,0.545,0.5544,7834,17559,490,0,0.000919514214,16,17029,93
서울특별시 중구,53330.2,120437,0.448755777,0.721339788,12570,0.10436992,0.442552435,0.030838962,0.120849627,38385,0.599,0.5814,17356,23482,490,0,0.00788794141,0,6587,320
서울특별시 중랑구,40024.8,385318,0.377228164,0.722364385,8519,0.0221090113,0.338258748,0.025236889,0.203800779,34349,0.603,0.4276,10722,6165,490,1,0.00262640209,0,4660,205
세종특별자치시,59317.9,383591,0.32827768,0.703520156,8874,0.0231340151,0.77460573,0.00633038781,0.0073951915,43023,0.651,0.5998,20031,9206,540,0,0.0122969517,2,702,126
울산광역시 남구,58110,310638,0.332374199,0.743138315,7166,0.0230686523,0.604640098,0.0127481856,0.0459780532,40824,0.614,0.4027,28176,10461,600,0,0.0369336656,0,150,636
울산광역시 동구,31015.5,151711,0.301497127,0.710073759,6337,0.0417702078,0.604548029,0.0194869305,0.051047989,37923,0.598,0.3942,39837,3830,600,0,0.0403266737,0,342,54
울산광역시 북구,34328.6,218670,0.24066851,0.73831344,4442,0.0203137147,0.776406516,0.00781297171,0.0190071367,41893,0.627,0.3916,53394,4949,600,0,0.0299812503,14,2,88
울산광역시 울주군,41603.7,221512,0.304890519,0.712882372,10840,0.0489364007,0.558686229,0.0168945204,0.0350339002,37657,0.598,0.54,44548,4790,600,0,0.0186716747,8,90,65
울산광역시 중구,29701.8,208132,0.311384608,0.707526954,3607,0.017330348,0.505073488,0.0192482274,0.0694889739,39146,0.575,0.3713,1564,3237,600,0,0.00550612112,22,0,7
인천광역시 강화군,5012.5,69803,0.311938207,0.570147415,1589,0.0227640646,0.0724563382,0.0334597902,0.12242387,33018,0.659,0.5976,3109,1661,620,0,0,9,627,41
인천광역시 계양구,29337.8,288856,0.292895414,0.754912482,6447,0.0223190794,0.589756218,0.0128556751,0.254218003,34173,0.657,0.3758,11252,5526,750,0,0.00833979561,0,6373,421
인천광역시 남동구,62686.6,506181,0.31881376,0.727056132,20285,0.0400745978,0.590766311,0.014856465,0.188801898,35277,0.627,0.3445,73299,12289,750,0,0,10,270,776
인천광역시 동구,6843.9,58999,0.321512625,0.659282361,1669,0.0282886151,0.604012924,0.0161155212,0.100362998,33068,0.583,0.4909,9275,1058,620,0,0,0,960,31
인천광역시 미추홀구,54886.2,406004,0.360555301,0.714160452,17495,0.0430907085,0.407609727,0.0260353313,0.248976107,33129,0.641,0.3284,13376,7728,620,0,0,6,464,162
인천광역시 부평구,60496.4,489118,0.308858338,0.733988526,27176,0.0555612347,0.552955738,0.0193054953,0.188395006,34856,0.64,0.337,27421,9967,750,0,0.0231805004,0,1175,374
인천광역시 서구,78006.7,589013,0.269826223,0.739608464,21324,0.0362029361,0.601065785,0.0404963034,0.168408276,37521,0.671,0.3696,65939,10975,620,0,0.0115956694,27,9845,5069
인천광역시 연수구,55422.9,385796,0.258257721,0.737356012,24904,0.0645522504,0.761995897,0.00574150821,0.0398188052,42484,0.622,0.4143,19641,11662,620,0,0,5,267,495
인천광역시 옹진군,3077.3,20613,0.472749666,0.64037258,449,0.0217823703,0.0452632659,0.0495740532,0.0479318485,33138,0.773,0.5423,138,454,620,0,0,3,29,0
인천광역시 중구,33648.5,152931,0.40575651,0.720259463,6659,0.0435425126,0.521720994,0.0244472916,0.0920982063,36991,0.641,0.4724,9507,7750,620,0,0,17,254,198
전라남도 강진군,5465,33177,0.407612592,0.553184435,1031,0.0310757452,0.116861109,0.0282213387,0.017923483,32739,0.688,0.5804,925,568,290,0,0.0202549959,3,127,6
전라남도 고흥군,7721.6,61880,0.425947454,0.506140918,2277,0.0367970265,0.101604278,0.0222539609,0.0329823629,31239,0.733,0.6145,2569,951,260,0,0.121687136,0,2,0
전라남도 곡성군,3053,27060,0.441283621,0.556060606,973,0.0359571323,0.0752654833,0.0295325944,0.00767382373,32673,0.688,0.6459,2980,474,530,0,0.0532150776,0,34,5
전라남도 광양시,28820,152168,0.308240564,0.721800904,3623,0.0238092109,0.654586174,0.0379906168,0.0104294378,38733,0.683,0.6389,19987,3791,530,0,0.0247949635,1,265,67
전라남도 구례군,3573.4,24655,0.401946776,0.560981545,592,0.0240113567,0.100196464,0.0188426505,0.00884086444,32655,0.734,0.6322,621,498,220,0,0.00851754208,0,30,110
전라남도 나주시,18013.4,116456,0.390522426,0.6384729,5168,0.0443772755,0.46894532,0.00662368804,0.00591611305,35888,0.66,0.5875,6884,2615,250,0,0.0378855533,3,1050,400
전라남도 담양군,9209.9,45792,0.331387326,0.596283194,1832,0.0400069881,0.115433606,0.0148604182,0.0140643244,34621,0.662,0.6209,4055,1295,310,0,0.0353773585,1,33,40
전라남도 목포시,50081.6,216939,0.366484347,0.68724388,5944,0.0273994072,0.636172319,0.01521071,0.0149919258,34203,0.592,0.488,3296,5294,400,0,0.00691438607,0,335,198
전라남도 무안군,16079,90608,0.359032002,0.652657602,3245,0.0358136147,0.393784713,0.0122983338,0.00444326898,35502,0.642,0.59,2511,1747,320,0,0.0411111602,2,308,0
전라남도 보성군,5072.3,38471,0.420184806,0.52455096,1107,0.0287749214,0.117246722,0.0213024954,0.00497980413,31692,0.747,0.6162,833,659,260,0,0.142964831,0,23,14
전라남도 순천시,36646,278737,0.318176264,0.699763576,4752,0.0170483287,0.629867863,0.0130129693,0.00956553614,37457,0.647,0.6332,7315,7101,580,0,0.00358761126,20,111,198
전라남도 신안군,8177,37858,0.423108698,0.553278039,1550,0.0409424692,0.000826153665,0.00230142807,0.0029505488,31762,0.786,0.5979,647,501,220,0,0.0265729833,0,0,3
전라남도 여수시,85799.5,274765,0.329804744,0.673892235,8694,0.0316415846,0.553665171,0.0151943034,0.0118418545,37323,0.638,0.5758,23706,9016,500,0,0.0303750478,0,154,116
전라남도 영광군,13058.3,52197,0.373791813,0.588520413,1879,0.0359982374,0.226181462,0.0381720191,0.0111353615,34110,0.674,0.6135,3055,945,277,0,0.0239477365,1,61,24
전라남도 영암군,9324,52395,0.413947196,0.621566943,7531,0.143735089,0.305673991,0.0194735979,0.0108642178,33332,0.719,0.6442,14562,1267,460,0,0.0380952381,16,10,11
전라남도 완도군,8252.3,47597,0.377880401,0.560644578,3847,0.0808244217,0.0982517318,0.024127044,0.0138070779,32194,0.703,0.5979,1388,737,290,0,0.08403891,0,18,0
전라남도 장성군,7325.5,43146,0.336433846,0.591943633,1995,0.0462383535,0.187158239,0.024691358,0.00372061559,33224,0.677,0.6443,6088,618,280,0,0.00811199184,0,65,18
전라남도 장흥군,4195.8,35650,0.40564663,0.554922861,1174,0.0329312763,0.130601093,0.0302975106,0.00637522769,32941,0.735,0.5905,1507,544,460,0,0.0117812062,0,30,10
전라남도 진도군,6886,29507,0.409077556,0.560680516,2502,0.0847934388,0.0923178613,0.0204905993,0.0113836663,32289,0.765,0.6106,488,599,260,0,0.0420239265,0,21,7
전라남도 함평군,4880.4,30784,0.403790299,0.543756497,1390,0.0451533264,0.0730467615,0.0135056637,0.00609933198,32864,0.701,0.5906,1988,483,220,0,0.0324844075,0,32,7
전라남도 해남군,10004.3,65831,0.385012126,0.567012502,2892,0.043930671,0.170611743,0.0124671244,0.00433787615,32280,0.711,0.5654,2978,998,430,0,0.0216919081,0,1,7
전라남도 화순군,8392,62024,0.36254965,0.627789243,1883,0.0303592158,0.430035937,0.00983544543,0.00162663136,33733,0.671,0.624,3203,1298,380,0,0.032890494,0,27,126
전라북도 고창군,4940,52338,0.384628293,0.5522947,2099,0.040104704,0.142599429,0.0459808693,0.0128796778,33373,0.702,0.6072,1699,895,500,0,0,3,80,121
전라북도 군산시,65639.4,262467,0.363433533,0.672335951,10421,0.039704039,0.609394998,0.0264882908,0.00761008682,35191,0.577,0.5511,22267,6072,360,0,0.00285750209,37,61,45
전라북도 김제시,14319.3,81455,0.366982242,0.582026886,3486,0.0427966362,0.286762646,0.0231639684,0.00506974399,32364,0.662,0.5857,10883,1333,280,0,0.00735375361,2,15,16
전라북도 남원시,15536,77948,0.36529601,0.600977575,2158,0.0276851234,0.325943957,0.0119968704,0.007215509,33484,0.674,0.6407,2598,1291,330,0,0.0071842767,1,7,38
전라북도 무주군,3612.3,23489,0.389786444,0.566052195,743,0.0316318277,0.134447539,0.012906221,0.0196843083,32359,0.752,0.6799,517,851,700,1,0.0745029588,0,12,5
전라북도 부안군,10516.5,50094,0.378545116,0.566235477,1742,0.0347746237,0.225289601,0.0122941725,0.0130486885,32285,0.725,0.5767,2422,1268,380,0,0.0257316245,2,24,4
전라북도 순창군,4437.5,26727,0.368008186,0.559845849,877,0.03281326,0.117240791,0.0210607094,0.0093792633,32827,0.718,0.6263,1179,346,420,0,0.0448984173,2,29,5
전라북도 완주군,11533.2,92422,0.362962592,0.639458138,5527,0.0598017788,0.405077871,0.00510791727,0.00878862236,35202,0.656,0.557,21317,2685,540,1,0.00836380948,1,143,20
전라북도 익산시,38122.5,273697,0.367398431,0.676309934,8862,0.0323788715,0.559530232,0.0190065153,0.0244179773,34189,0.607,0.5466,23287,5866,320,0,0.0106212344,7,167,234
전라북도 임실군,1935,26508,0.418987648,0.53738494,843,0.0318017202,0.130055704,0.0126745782,0.00879954791,32550,0.722,0.6389,1664,525,360,0,0.0452693526,2,76,92
전라북도 장수군,8735,21336,0.37964135,0.551509186,844,0.0395575553,0.0785864979,0.023628692,0.0117088608,32718,0.771,0.6356,694,302,360,0,0.0210911136,5,10,9
전라북도 전주시,94251.2,651495,0.358841932,0.709079885,15144,0.023244998,0.62263464,0.0142496067,0.0179154073,73447,0.612,0.4908,12087,17749,460,0,0,1,1106,628
전라북도 정읍시,18908.3,105081,0.372464633,0.610300625,4740,0.0451080595,0.375,0.0102906085,0.00958752344,33385,0.666,0.6282,7994,1976,310,1,0.00495807996,0,72,73
전라북도 진안군,3295,24550,0.379847103,0.552830957,856,0.0348676171,0.0805010592,0.0395136778,0.00175002303,32502,0.745,0.6779,951,324,200,1,0.0203665988,1,41,1
제주특별자치도 서귀포시,42595.2,184770,0.34200773,0.666818206,10276,0.055615089,0.220495579,0.106329751,0.0680891619,36174,0.749,0.6853,2273,13178,700,0,0.00973101694,4,329,103
제주특별자치도 제주시,94308.5,493389,0.330551085,0.704713725,21021,0.0426053276,0.269766839,0.0875984791,0.123108278,35398,0.706,0.6853,8342,24145,700,0,0.00130931172,3,629,209
충청남도 계룡시,8311.7,44475,0.256223943,0.717144463,451,0.0101405284,0.82900536,0.00613460393,0.0185824896,40162,0.554,0.6968,888,825,470,0,0.00809443508,0,16,37
충청남도 공주시,16885.3,102571,0.387279046,0.629758899,3874,0.03776896,0.350903004,0.0174417365,0.0221539905,33347,0.619,0.6013,9361,2722,320,0,0.0615281122,0,323,323
충청남도 금산군,9562.9,50092,0.388356606,0.578755091,3934,0.0785354947,0.191535983,0.0216111708,0.0402577873,32440,0.643,0.6362,10659,774,210,0,0.0299449014,2,110,34
충청남도 논산시,29773,112617,0.376133916,0.616141435,7390,0.0656206434,0.308484357,0.0208502144,0.0202770806,32927,0.624,0.6033,10236,2289,470,0,0,1,390,26
충청남도 당진시,37731.4,168253,0.371687075,0.665230338,10255,0.0609498791,0.447795918,0.0223401361,0.0425714286,38080,0.71,0.6325,35338,4037,510,0,0.0206831379,5,316,105
충청남도 보령시,30058.8,97157,0.357732337,0.621128689,4903,0.0504647118,0.368781807,0.0278070698,0.018545688,34103,0.634,0.609,5027,2640,380,0,0.0102926192,0,368,55
충청남도 부여군,8765.3,62343,0.364939206,0.550069775,2567,0.0411754327,0.150285574,0.0286975717,0.0259644697,32160,0.665,0.5849,1772,966,400,0,0,0,493,21
충청남도 서산시,35358,176413,0.343104396,0.67116369,7817,0.0443107934,0.504176377,0.0204498442,0.0477206672,38260,0.709,0.6077,22192,3671,460,0,0.00566851649,3,906,57
충청남도 서천군,10661.2,49964,0.374675774,0.537446962,2238,0.0447922504,0.165182431,0.0422358637,0.0350164275,32132,0.692,0.5775,5019,842,300,1,0.0356656793,5,98,0
충청남도 아산시,57372.1,334539,0.355705175,0.707002771,34048,0.101775877,0.620982133,0.0105152396,0.024094758,38622,0.661,0.5206,96304,8914,350,0,0.018861777,11,705,161
충청남도 예산군,14720.9,77385,0.359010297,0.587581573,3895,0.0503327518,0.2902746,0.0320652174,0.0438787185,33803,0.707,0.6013,9871,1742,400,0,0.012922401,0,274,115
충청남도 천안시,142375.2,657559,0.37601778,0.741976005,35461,0.0539282407,0.610278492,0.0167609812,0.0350036346,74542,0.661,0.5525,86395,17848,500,0,0,0,3590,930
충청남도 청양군,4376.1,30266,0.373519214,0.555772154,1339,0.0442410626,0.106616585,0.0190696331,0.0277376481,32718,0.764,0.6157,2191,487,400,0,0.0716976145,3,6,36
충청남도 태안군,8606.2,61335,0.386274784,0.583696095,2620,0.0427162305,0.196034627,0.0252722703,0.0560946663,33446,0.72,0.6108,845,1972,350,0,0.2225483,12,224,17
충청남도 홍성군,19560.1,98068,0.350188311,0.625698495,4496,0.0458457397,0.402822337,0.0142046775,0.0372204399,35351,0.695,0.5987,5056,2108,400,0,0.0308051556,4,123,12
충청북도 괴산군,6614,37055,0.413150473,0.566590204,1730,0.0466873566,0.0715036222,0.0118343195,0.0228391307,32055,0.673,0.6057,3986,671,280,0,0.0539738227,1,16,3
충청북도 단양군,11283,27767,0.388339768,0.58796413,509,0.0183311125,0.184555985,0.0531274131,0.0195366795,32754,0.682,0.6747,1997,770,300,0,0.010804192,0,3,15
충청북도 보은군,8425,31455,0.384016393,0.555841679,1193,0.0379271976,0.178346995,0.0155054645,0.0153688525,32679,0.692,0.6765,3674,618,270,0,0.0319504053,0,17,5
충청북도 영동군,10102,44956,0.379627378,0.576363555,1651,0.0367247976,0.174247215,0.0332246923,0.027241329,32934,0.647,0.6419,2323,652,370,0,0.0511611353,0,64,0
충청북도 옥천군,14150.7,49520,0.32229056,0.591902262,1614,0.0325928918,0.26106607,0.0213400429,0.0435653714,32394,0.669,0.6627,5830,1020,270,0,0.0277059774,0,22,10
충청북도 음성군,17662.8,92058,0.409576243,0.669132503,15402,0.167307567,0.420730254,0.0181133514,0.0388483722,33348,0.734,0.605,39973,2644,640,0,0.0170001521,0,1,13
충청북도 제천시,32261.6,130988,0.36660614,0.655861606,3181,0.0242846673,0.501315187,0.0281704482,0.0150185823,34380,0.633,0.623,7918,3045,300,0,0.0126500137,0,162,66
충청북도 증평군,9896.5,37262,0.383925346,0.681954807,1767,0.0474209651,0.572426249,0.0212522577,0.0126429862,34870,0.661,0.6126,4888,753,280,0,0.00536739842,11,12,6
충청북도 진천군,18153.7,86147,0.371123619,0.690354859,10913,0.126678816,0.524346856,0.0308782923,0.0442332201,35542,0.716,0.6446,30681,1882,640,0,0.0185729045,10,39,42
충청북도 청주시,172644.1,849573,0.361703058,0.721088123,25901,0.03048708,0.596283511,0.0112385653,0.014439042,149215,0.659,0.5676,88491,21251,600,0,0,90,985,969
충청북도 충주시,41319.7,208277,0.380952876,0.673799795,8730,0.0419153339,0.485425986,0.0265993967,0.0406116717,34448,0.651,0.6125,23496,6126,470,0,0.0242513576,6,554,42
